"LABEL","OTU.-.ABGD","OTU-97.5","host.GENUS","host.SPECIES","HOST.DNA.SPECIES","growth.form","Bio-Region","EcoRegion.(I)","EcoRegion.(II)","EcoRegion.(III)","EcoRegion.(IV)","COUNTRY","STATE","SUBSTRATE","DNA_ID","GenBank.ITS","GenBank.COXII","GenBank.rbcL","GenBank.psbJ-L","Lat","Long","LL_Publication","additional_location_info"
"S05_LE_vulpina_canada_BC_cort_FJ170755         ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Nearctic","Northwestern Forested Mountains","Western Cordillera","Columbia Mountains/Northern Rockies",NA,"Canada","BC","corticolous","FJ170755         ","FJ170755","-","-","-",NA,NA,NA,NA
"S05_LE_vulpina_canada_BC_cort_FJ170756         ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Nearctic","North American Deserts","Cold Deserts","Thompson-Okanogan Plateau",NA,"Canada","BC","corticolous","FJ170756         ","FJ170756","-","-","-",NA,NA,NA,NA
"S05_LE_vulpina_canada_BC_cort_FJ170757         ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Nearctic","North American Deserts","Cold Deserts","Thompson-Okanogan Plateau",NA,"Canada","BC","corticolous","FJ170757         ","FJ170757","-","-","-",NA,NA,NA,NA
"S05_LE_vulpina_canada_BC_cort_FJ170758         ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Nearctic","North American Deserts","Cold Deserts","Thompson-Okanogan Plateau",NA,"Canada","BC","corticolous","FJ170758         ","FJ170758","-","-","-",NA,NA,NA,NA
"S05_LE_vulpina_Turkey_Bolu_cort_FJ170760       ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Palearctic","Temperate broadleaf and mixed forests","Temperate broadleaf and mixed forests","Euxine-Colchic broadleaf forests","Euxine-Colchic broadleaf forests","Turkey","Bolu","corticolous","FJ170760       ","FJ170760","-","-","-",NA,NA,NA,NA
"S05_LE_vulpina_usa_WA_cort_FJ170764            ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Nearctic","Northwestern Forested Mountains","Western Cordillera","Cascades","Cascade Subalpine/Alpine","USA","WA","corticolous","FJ170764            ","FJ170764","-","-","-",NA,NA,NA,NA
"S05_LE_vulpina_swe_Dalarna_cort_GQ398411       ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Palearctic","Boreal forests/taiga","Boreal forests/taiga","Scandinavian and Russian taiga","Scandinavian and Russian taiga","Sweden","Dalarna","corticolous","GQ398411       ","GQ398411","-","-","-",NA,NA,NA,NA
"S05_MH_exula_usa_ID_cort_4346                  ","S05","S05","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Western Selkirk Maritime Forest","USA","ID","corticolous","4346","KR914165","-","-","-",NA,NA,NA,NA
"S05_MH_exula_usa_WA_cort_4349                  ","S05","S05","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Western Selkirk Maritime Forest","USA","OR","corticolous","4349","KR914166","-","-","-",NA,NA,NA,NA
"S05_MH_exula_canada_BC_cort_4635               ","S05","S05","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","4635","KR914163","-","-","-",NA,NA,NA,NA
"S05_MH_exula_canada_BC_cort_4637               ","S05","S05","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","4637","KR914164","-","-","-",NA,NA,NA,NA
"S05_MH_exula_usa_WA_cort_5246                  ","S05","S05","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Okanogan-Colville Xeric Valleys and Foothills","USA","WA","corticolous","5246","KR914167","-","-","-",NA,NA,NA,NA
"S05_MH_subeleg_usa_WA_cort_5225                ","S05","S05","Melanohalea","subelegantula","subelegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Western Selkirk Maritime Forest","USA","WA","corticolous","5225","KR914168","-","-","-",NA,NA,NA,NA
"S05_TRE_suecica_SAG2207_cult_FJ626736          ","S05","S05","Trebouxia","suecica","suecica","culture",NA,NA,NA,NA,NA,NA,NA,"SAG2207","FJ626736          ","FJ626736","-","-","-",NA,NA,NA,NA
"S06_MH_eltula_usa_CO_cort_4212                 ","S06","S06","Melanohalea","elegantula","elegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Subalpine Forest","USA","CO","corticolous","4212","KR914169","-","-","-",NA,NA,NA,NA
"S06_MH_eltula_usa_CO_cort_4213                 ","S06","S06","Melanohalea","elegantula","elegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Subalpine Forest","USA","CO","corticolous","4213","KR914170","-","-","-",NA,NA,NA,NA
"S06_MH_eltula_usa_CO_cort_4216                 ","S06","S06","Melanohalea","elegantula","elegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Subalpine Forest","USA","CO","corticolous","4216","KR914171","-","-","-",NA,NA,NA,NA
"S06_MH_eltula_usa_CO_cort_4226                 ","S06","S06","Melanohalea","elegantula","elegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Subalpine Forest","USA","CO","corticolous","4226","KR914172","-","-","-",NA,NA,NA,NA
"S06_MH_exula_usa_CO_cort_3768                  ","S06","S06","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Subalpine Forests","USA","CO","corticolous","3768","KR914175","-","-","-",NA,NA,NA,NA
"S06_MH_exula_usa_CO_cort_3770                  ","S06","S06","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Mid-Elevation Forests","USA","CO","corticolous","3770","KR914176","-","-","-",NA,NA,NA,NA
"S06_MH_exula_usa_UT_cort_3775                  ","S06","S06","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","corticolous","3775","KR914181","-","-","-",NA,NA,NA,NA
"S06_MH_exula_usa_UT_cort_3776                  ","S06","S06","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","corticolous","3776","KR914182","-","-","-",NA,NA,NA,NA
"S06_MH_exula_usa_CO_cort_4205                  ","S06","S06","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Subalpine Forest","USA","CO","corticolous","4205","KR914177","-","-","-",NA,NA,NA,NA
"S06_MH_exula_usa_CO_cort_4207                  ","S06","S06","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Subalpine Forest","USA","CO","corticolous","4207","KR914178","-","-","-",NA,NA,NA,NA
"S06_MH_exula_usa_CO_cort_4211                  ","S06","S06","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Subalpine Forest","USA","CO","corticolous","4211","KR914179","-","-","-",NA,NA,NA,NA
"S06_MH_exula_usa_CO_cort_4221                  ","S06","S06","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Subalpine Forest","USA","CO","corticolous","4221","KR914180","-","-","-",NA,NA,NA,NA
"S06_MH_exula_canada_YK_cort_4853               ","S06","S06","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Watson Highlands",NA,"Canada","YK","corticolous","4853","KR914173","-","-","-",NA,NA,NA,NA
"S06_MH_exula_usa_AK_cort_4897                  ","S06","S06","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Taiga","Alaska Boreal Interior","Interior Forested Lowlands and Uplands",NA,"USA","AK","corticolous","4897","KR914174","-","-","-",NA,NA,NA,NA
"S06_MH_olioides1_canada_YK_cort_4899           ","S06","S06","Melanohalea","olivaceoides '1'","olivaceoides1","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Copper Plateau",NA,"Canada","YK","corticolous","4899","KR914183","-","-","-",NA,NA,NA,NA
"S06_MH_suboli2_usa_CO_cort_4131                ","S06","S06","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Subalpine Forest","USA","CO","corticolous","4131","KR914184","-","-","-",NA,NA,NA,NA
"S07_MH_eltula_usa_WA_cort_4343                 ","S07","S02","Melanohalea","elegantula","elegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Western Selkirk Maritime Forest","USA","WA","corticolous","4343","KR914185","-","-","-",NA,NA,NA,NA
"S07_MH_exula_canada_YK_cort_3897               ","S07","S02","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","YK","corticolous","3897","KR914193","-","-","-",NA,NA,NA,NA
"S07_MH_exula_canada_BC_cort_3898               ","S07","S02","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","3898","KR914186","-","-","-",NA,NA,NA,NA
"S07_MH_exula_usa_AK_cort_3900                  ","S07","S02","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic",NA,NA,NA,NA,"USA","AK","corticolous","3900","KR914197","-","-","-",NA,NA,NA,NA
"S07_MH_exula_usa_WA_cort_4329                  ","S07","S02","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","North Cascades","Wenatchee/Chelan Highlands","USA","WA","corticolous","4329","KR914198","-","-","-",NA,NA,NA,NA
"S07_MH_exula_canada_BC_cort_4631               ","S07","S02","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","4631","KR914187","-","-","-",NA,NA,NA,NA
"S07_MH_exula_canada_BC_cort_4633               ","S07","S02","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","4633","KR914188","-","-","-",NA,NA,NA,NA
"S07_MH_exula_canada_BC_cort_4643               ","S07","S02","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","4643","KR914189","-","-","-",NA,NA,NA,NA
"S07_MH_exula_canada_BC_cort_4652               ","S07","S02","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","4652","KR914190","-","-","-",NA,NA,NA,NA
"S07_MH_exula_canada_BC_cort_4825               ","S07","S02","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Chilcotin Ranges and Fraser Plateau",NA,"Canada","BC","corticolous","4825","KR914191","-","-","-",NA,NA,NA,NA
"S07_MH_exula_canada_BC_cort_4848               ","S07","S02","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Watson Highlands",NA,"Canada","BC","corticolous","4848","KR914192","-","-","-",NA,NA,NA,NA
"S07_MH_exula_canada_YK_cort_4900               ","S07","S02","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Yukon-Stikine Highlands/Boreal Mountains and Plateaus",NA,"Canada","YK","corticolous","4900","KR914194","-","-","-",NA,NA,NA,NA
"S07_MH_exula_canada_YK_cort_5211               ","S07","S02","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Watson Highlands",NA,"Canada","YK","corticolous","5211","KR914195","-","-","-",NA,NA,NA,NA
"S07_MH_exula_canada_YK_cort_5218               ","S07","S02","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Interior Highlands and Klondike Plateau",NA,"Canada","YK","corticolous","5218","KR914196","-","-","-",NA,NA,NA,NA
"S07_MO_disjuncta_canada_YT_saxi_4850           ","S07","S02","Montanelia","disjuncta","disjuncta","foliose rock","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Watson Highlands",NA,"Canada","YK","saxicolous","4850","KR914199","-","-","-",NA,NA,NA,NA
"S08_CE_acul_spain_unk_terr_GQ375342            ","S08","S08","Cetraria","aculeata","aculeata","vagrant","Palearctic","Mediterranean forests, woodlands, and shrub","Mediterranean forests, woodlands, and shrub","Iberian sclerophyllous and semi-deciduous forests","Iberian sclerophyllous and semi-deciduous forests","Spain","unknown","terricolous","GQ375342            ","GQ375342","-","-","-",NA,NA,NA,NA
"S08_CE_acul_spain_unk_terr_GQ375343            ","S08","S08","Cetraria","aculeata","aculeata","vagrant","Palearctic","Mediterranean forests, woodlands, and shrub","Mediterranean forests, woodlands, and shrub","Iberian sclerophyllous and semi-deciduous forests","Iberian sclerophyllous and semi-deciduous forests","Spain","unknown","terricolous","GQ375343            ","GQ375343","-","-","-",NA,NA,NA,NA
"S08_CE_acul_spain_unk_terr_GQ375344            ","S08","S08","Cetraria","aculeata","aculeata","vagrant","Palearctic","Mediterranean forests, woodlands, and shrub","Mediterranean forests, woodlands, and shrub","Iberian sclerophyllous and semi-deciduous forests","Iberian sclerophyllous and semi-deciduous forests","Spain","unknown","terricolous","GQ375344            ","GQ375344","-","-","-",NA,NA,NA,NA
"S08_CE_acul_spain_unk_terr_GQ375345            ","S08","S08","Cetraria","aculeata","aculeata","vagrant","Palearctic","Mediterranean forests, woodlands, and shrub","Mediterranean forests, woodlands, and shrub","Iberian sclerophyllous and semi-deciduous forests","Iberian sclerophyllous and semi-deciduous forests","Spain","unknown","terricolous","GQ375345            ","GQ375345","-","-","-",NA,NA,NA,NA
"S08_CE_acul_kazakhstan_unk_terr_GQ375346       ","S08","S08","Cetraria","aculeata","aculeata","vagrant","Palearctic","Temperate grasslands, savannas, and shrublands","Temperate grasslands, savannas, and shrublands","Kazakh steppe","Kazakh steppe","Kazakhstan","Kokchetav area","terricolous","GQ375346       ","GQ375346","-","-","-",NA,NA,NA,NA
"S08_CE_acul_germany_unk_terr_GQ375347          ","S08","S08","Cetraria","aculeata","aculeata","vagrant","Palearctic","Temperate broadleaf and mixed forests","Temperate broadleaf and mixed forests","Central European mixed forests","Central European mixed forests","Germany","unknown","terricolous","GQ375347          ","GQ375347","-","-","-",NA,NA,NA,NA
"S08_CE_acul_spain_unk_terr_GQ375348            ","S08","S08","Cetraria","aculeata","aculeata","vagrant","Palearctic","Mediterranean forests, woodlands, and shrub","Mediterranean forests, woodlands, and shrub","Iberian sclerophyllous and semi-deciduous forests","Iberian sclerophyllous and semi-deciduous forests","Spain","unknown","terricolous","GQ375348            ","GQ375348","-","-","-",NA,NA,NA,NA
"S08_CE_acul_kazakhstan_unk_terr_GQ375349       ","S08","S08","Cetraria","aculeata","aculeata","vagrant","Palearctic","Temperate grasslands, savannas, and shrublands","Temperate grasslands, savannas, and shrublands","Kazakh steppe","Kazakh steppe","Kazakhstan","Kokchetav area","terricolous","GQ375349       ","GQ375349","-","-","-",NA,NA,NA,NA
"S08_CE_acul_spain_unk_terr_GQ375350            ","S08","S08","Cetraria","aculeata","aculeata","vagrant","Palearctic","Mediterranean forests, woodlands, and shrub","Mediterranean forests, woodlands, and shrub","Iberian sclerophyllous and semi-deciduous forests","Iberian sclerophyllous and semi-deciduous forests","Spain","unknown","terricolous","GQ375350            ","GQ375350","-","-","-",NA,NA,NA,NA
"S08_CE_acul_spain_unk_terr_JN243325            ","S08","S08","Cetraria","aculeata","aculeata","vagrant","Palearctic","Mediterranean forests, woodlands, and shrub","Mediterranean forests, woodlands, and shrub","Iberian sclerophyllous and semi-deciduous forests","Iberian sclerophyllous and semi-deciduous forests","Spain","unknown","terricolous","JN243325            ","JN243325","-","-","-",NA,NA,NA,NA
